상품코드,상품명,중분류,유통기한(일),발주단위수량,발주단위명,케이스수량,리드타임(일),대분류,소분류코드,소분류명,클래스명,판매가,마진율,행사유형,행사명,행사시작,행사종료,발주상태,발주가능요일,수집일시,갱신일시
8809523624616,참조은)끼리치즈타르트,014,110,5,낱개,1,1,11,322,냉동디저트,빵/떡/디저트 > 디저트 > 냉동디저트,2500,37.52,,,,,가능,월화수목금토,2026-03-02T16:51:35.276132,2026-03-04T10:14:09.061594
8804624073530,호정)군고구마도나스,014,117,10,낱개,1,1,11,230,상온디저트,빵/떡/디저트 > 디저트 > 상온디저트,1200,35.01,2+1,,2026-03-01,2026-03-15,,월화수목금토,2026-03-04T07:06:32.899685,2026-03-04T10:14:09.061594
8809064499933,뚜또)파인애플컵,014,120,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",2900,42.61,2+1,,2026-03-01,2026-03-15,,월화수목금토,2026-03-04T07:06:49.579473,2026-03-04T10:13:52.968309
8809064500035,뚜또)코코레몬,014,156,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",0,,,,,,불가,월화수목금토,2026-03-01T03:54:17.774569,2026-03-01T03:54:17.774569
8809064500042,뚜또)코코포도,014,156,1,낱개,6,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",2500,,,,,,불가,월화수목금토,2026-03-01T03:54:17.774569,2026-03-01T03:54:17.774569
8809963483798,선우)말차두쫀볼,014,176,8,지함,96,1,11,230,상온디저트,빵/떡/디저트 > 디저트 > 상온디저트,4500,,,,,,불가,일월화수목금토,2026-03-01T03:54:42.640993,2026-03-04T10:13:52.968309
8809963483774,선우)초코두쫀볼,014,176,8,지함,96,1,11,230,상온디저트,빵/떡/디저트 > 디저트 > 상온디저트,4500,,,,,,불가,일월화수목금토,2026-03-01T03:54:42.640993,2026-03-04T10:13:52.968309
8809729361445,FB)후룻엔젤파인컵,014,180,1,낱개,48,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",1300,,,,,,불가,월화수목금토,2026-03-01T03:54:33.279966,2026-03-04T10:13:52.968309
8809069304812,돌)망고컵198g,014,180,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",3200,36.99,,,2026-02-16,2026-02-28,,월화수목금토,2026-03-02T16:51:07.969041,2026-03-02T16:51:07.969041
8809069304034,돌)복숭아피치컵198g,014,180,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",3200,36.99,,,2026-02-01,2026-02-15,,월화수목금토,2026-03-02T16:51:07.938182,2026-03-02T16:51:07.938182
8809069305826,돌)후룻바틀파인애플666g,014,180,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",9000,36.99,2+1,,2026-03-01,2026-03-15,,월화수목금토,2026-03-02T16:51:08.124992,2026-03-04T10:13:52.968309
8809069305345,돌)후룻바틀황도666g,014,180,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",9000,36.99,2+1,,2026-03-01,2026-03-15,,월화수목금토,2026-03-02T16:51:07.993965,2026-03-04T10:14:09.061594
4809016312314,키즈웰)말차미니크런치,014,183,1,낱개,1,1,11,230,상온디저트,빵/떡/디저트 > 디저트 > 상온디저트,4800,39.23,,,,,가능,월화수목금토,2026-03-02T16:47:03.817109,2026-03-02T16:47:03.817109
4809016312338,키즈웰)초코미니크런치,014,183,1,낱개,1,1,11,230,상온디저트,빵/떡/디저트 > 디저트 > 상온디저트,4800,39.23,,,,,가능,월화수목금토,2026-03-02T16:47:03.876037,2026-03-02T16:47:03.876037
4809016312321,키즈웰)쿠키미니크런치,014,183,1,낱개,1,1,11,230,상온디저트,빵/떡/디저트 > 디저트 > 상온디저트,4800,39.23,,,,,가능,월화수목금토,2026-03-02T16:47:03.845898,2026-03-02T16:47:03.845898
8809069305802,돌)후룻바틀망고666g,014,210,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",9000,36.99,2+1,,2026-03-01,2026-03-15,,월화수목금토,2026-03-02T16:51:08.061088,2026-03-02T16:51:08.061088
8805684006988,MDS)젤리블리납작복숭아,014,250,20,BOX,240,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",900,,,,,,불가,월화수목금토,2026-03-01T03:54:02.252282,2026-03-01T03:54:02.252282
8805684011739,MDS)젤리블리도넛피치,014,250,20,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",900,43.78,2+1,,2026-02-16,2026-02-28,,월화수목금토,2026-03-02T16:50:49.750313,2026-03-04T10:14:09.061594
8805684005103,MDS)젤리블리샤인머스켓,014,250,20,BOX,240,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",900,,,,,,불가,월화수목금토,2026-03-01T03:54:02.252282,2026-03-01T03:54:02.252282
8805684011715,MDS)젤리블리애플망고,014,250,20,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",900,43.78,2+1,,2026-02-16,2026-02-28,,월화수목금토,2026-03-04T07:06:32.422922,2026-03-04T10:14:09.061594
8805684011401,MDS)젤리블리애플샤인,014,250,20,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",900,43.78,2+1,,2026-02-16,2026-02-28,,월화수목금토,2026-03-02T16:50:49.590381,2026-03-04T10:14:09.061594
8805684010961,MDS)젤리블리제로오망고,014,250,20,지함,240,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",900,,,,,,불가,월화수목금토,2026-03-01T03:54:02.252282,2026-03-01T03:54:02.252282
8805684011333,MDS)젤리블리제로피치플럼,014,250,20,낱개,240,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",900,,,,,,불가,월화수목금토,2026-03-01T03:54:02.252282,2026-03-01T03:54:02.252282
8809403535223,인테)곤약젤리망고,014,324,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",1900,45.0,2+1,,2026-02-16,2026-02-28,가능,월화수목금토,2026-03-02T16:51:29.008346,2026-03-04T10:13:52.968309
8809403535193,인테)곤약젤리복숭아,014,324,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",1900,45.0,2+1,,2026-02-16,2026-02-28,,월화수목금토,2026-03-02T16:51:28.945046,2026-03-04T10:14:09.061594
8809403539375,인테)곤약젤리복숭아자두,014,324,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",2000,45.0,2+1,,2026-02-16,2026-02-28,,월화수목금토,2026-03-04T07:06:32.815506,2026-03-04T10:14:09.061594
8809403539351,인테)곤약젤리유자레몬,014,324,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",2000,45.0,,,,,가능,월화수목금토,2026-03-02T16:51:29.182738,2026-03-02T16:51:29.182738
8809403535216,인테)곤약젤리청포도,014,324,1,낱개,1,1,11,036,"냉장젤리,푸딩","빵/떡/디저트 > 디저트 > 냉장젤리,푸딩",1900,45.0,2+1,,2026-02-16,2026-02-28,,월화수목금토,2026-03-03T07:08:42.364337,2026-03-04T10:13:52.968309
